nohup: ignoring input
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 5000 constraints
Solving time:  600.00097


[array([99393., 10895.,  6840.,  6801.,  6741.,  6695.,  6657.,  6654.,
        6603.,  6575.,  6549.,  6530.,  6507.,  6486.,  6382.,  6362.,
        6333.,  6314.,  6241.,  6220.,  6185.,  6183.,  6055.,  6043.,
        6029.,  5972.,  5957.,  5852.,  5808.,  5752.,  5688.,  5649.,
        5585.,  5526.,  5411.,  5407.,  5403.,  5359.,  5330.,  5321.,
        5070.,  5000.,  4938.,  4619.,  4616.,  4561.,  4539.,  4525.,
        4496.,  4405.,  4318.,  4218.,  4183.,  4006.,  3772.,  3764.,
        3630.,  3468.,  3415.,  3404.,  3400.,  3397.,  3389.,  3388.,
        3387.,  3385.]), array([0.00000000e+00, 1.03922000e-01, 5.27271800e+00, 1.45625750e+01,
       1.54411790e+01, 1.54523330e+01, 1.54592220e+01, 1.56362030e+01,
       1.56422410e+01, 1.56509120e+01, 1.56987200e+01, 1.57099450e+01,
       1.58829210e+01, 1.58947440e+01, 1.59300850e+01, 1.59353800e+01,
       1.59759990e+01, 1.59962660e+01, 1.60411250e+01, 1.60469190e+01,
       1.60861650e+01, 1.61257010e+01, 1.61700100e+01, 1.61778190e+01,
       1.61840440e+01, 1.62492170e+01, 1.62617590e+01, 1.64047840e+01,
       1.64500520e+01, 1.64577060e+01, 1.65144810e+01, 1.65242890e+01,
       1.65494290e+01, 1.66197190e+01, 1.66271160e+01, 1.67486650e+01,
       1.67708520e+01, 1.67780830e+01, 1.67888720e+01, 1.67949380e+01,
       1.68600030e+01, 1.71441970e+01, 1.71540140e+01, 1.71746440e+01,
       1.74422210e+01, 1.74546720e+01, 1.75826570e+01, 1.76132900e+01,
       1.76173530e+01, 1.76517180e+01, 1.77418640e+01, 1.77483630e+01,
       1.77738100e+01, 1.77840400e+01, 1.78414280e+01, 1.78531400e+01,
       1.78584520e+01, 8.58619680e+01, 3.62533275e+02, 3.78307063e+02,
       3.85628618e+02, 3.85954640e+02, 4.22063544e+02, 5.47870453e+02,
       5.76512930e+02, 5.76525165e+02])]
instance:  35
create a new SCIP model
The initial incumbent of setcovering-195_transformed is successfully added to MIP model
setcovering-195_transformed
N of variables: 2000
N of binary vars: 2000
N of constraints: 5000
Initial obj of MIP: 98972.0
Instance: setcovering-195_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  3430.0
Solving time:  600.030222


[array([98972., 10975., 10974., 10973.,  4046.,  3996.,  3649.,  3615.,
        3475.,  3430.]), array([0.00000000e+00, 1.04516000e-01, 4.98138400e+00, 4.99609100e+00,
       4.99888100e+00, 2.06710350e+01, 2.06820040e+01, 2.06861480e+01,
       1.28160122e+02, 3.44661473e+02])]
instance:  36
create a new SCIP model
The initial incumbent of setcovering-196_transformed is successfully added to MIP model
setcovering-196_transformed
N of variables: 2000
N of binary vars: 2000
N of constraints: 5000
Initial obj of MIP: 98782.0
Instance: setcovering-196_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  3414.0
Solving time:  600.000854


[array([98782., 11396., 11259., 11258., 11257.,  3958.,  3569.,  3468.,
        3420.,  3414.]), array([0.00000000e+00, 1.07390000e-01, 1.10786000e-01, 6.00710600e+00,
       6.02287800e+00, 6.02592300e+00, 1.50056572e+02, 3.88334409e+02,
       4.26550886e+02, 5.24727896e+02])]
instance:  37
create a new SCIP model
The initial incumbent of setcovering-197_transformed is successfully added to MIP model
setcovering-197_transformed
N of variables: 2000
N of binary vars: 2000
N of constraints: 5000
Initial obj of MIP: 101116.0
Instance: setcovering-197_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  3504.0
Solving time:  600.000659


[array([101116.,   9112.,   5042.,   5035.,   5022.,   4952.,   4900.,
         4877.,   4874.,   4862.,   4777.,   4730.,   4695.,   4649.,
         4444.,   4421.,   4419.,   4205.,   4148.,   4111.,   3773.,
         3551.,   3527.,   3504.]), array([0.00000000e+00, 1.01413000e-01, 1.04422000e-01, 1.62181390e+01,
       1.62372760e+01, 1.62433630e+01, 1.63345290e+01, 1.63398810e+01,
       1.64620790e+01, 1.64726560e+01, 1.65339180e+01, 1.65436630e+01,
       1.65612200e+01, 1.65712090e+01, 1.66641010e+01, 1.66693510e+01,
       1.67154210e+01, 1.67476720e+01, 1.67571470e+01, 1.67681740e+01,
       1.67823410e+01, 8.81907270e+01, 2.17669559e+02, 3.00744477e+02])]
instance:  38
create a new SCIP model
The initial incumbent of setcovering-198_transformed is successfully added to MIP model
setcovering-198_transformed
N of variables: 2000
N of binary vars: 2000
N of constraints: 5000
Initial obj of MIP: 99006.0
Instance: setcovering-198_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  3388.0
Solving time:  600.002002


[array([99006., 10545.,  6920.,  3475.,  3455.,  3437.,  3434.,  3416.,
        3396.,  3392.,  3388.]), array([0.00000000e+00, 1.09692000e-01, 5.76035100e+00, 8.69229320e+01,
       1.60437101e+02, 2.15621291e+02, 2.26328527e+02, 2.26407819e+02,
       2.72376200e+02, 2.72383108e+02, 5.66633171e+02])]
instance:  39
create a new SCIP model
The initial incumbent of setcovering-199_transformed is successfully added to MIP model
setcovering-199_transformed
N of variables: 2000
N of binary vars: 2000
N of constraints: 5000
Initial obj of MIP: 99581.0
Instance: setcovering-199_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  3369.0
Solving time:  600.000324


[array([99581., 10637.,  6983.,  6972.,  6822.,  6739.,  6693.,  6678.,
        6663.,  6602.,  6568.,  6540.,  6468.,  6454.,  6412.,  6400.,
        6367.,  6337.,  6234.,  6182.,  6136.,  6101.,  6071.,  6037.,
        6003.,  5893.,  5831.,  5822.,  5795.,  5782.,  5652.,  5640.,
        5525.,  5498.,  5330.,  5243.,  5188.,  5156.,  5151.,  5134.,
        5099.,  5069.,  5020.,  5011.,  4997.,  4975.,  4964.,  4921.,
        4770.,  4671.,  4638.,  4618.,  4570.,  4529.,  4051.,  3986.,
        3878.,  3647.,  3473.,  3372.,  3369.]), array([0.00000000e+00, 1.02359000e-01, 4.82724500e+00, 1.49646150e+01,
       1.49822390e+01, 1.55438410e+01, 1.57965850e+01, 1.58541650e+01,
       1.58688160e+01, 1.58741240e+01, 1.59951490e+01, 1.60343450e+01,
       1.60955350e+01, 1.61065070e+01, 1.61495000e+01, 1.61935560e+01,
       1.62073570e+01, 1.62310600e+01, 1.62880140e+01, 1.63941520e+01,
       1.64130090e+01, 1.64215250e+01, 1.65592860e+01, 1.65662390e+01,
       1.67098270e+01, 1.67245080e+01, 1.67733040e+01, 1.68019440e+01,
       1.69253460e+01, 1.69631020e+01, 1.69717090e+01, 1.70379630e+01,
       1.70485040e+01, 1.71053470e+01, 1.71117950e+01, 1.71186920e+01,
       1.71244880e+01, 1.74291870e+01, 1.74713430e+01, 1.74786800e+01,
       1.76133380e+01, 1.76209120e+01, 1.76263910e+01, 1.77091730e+01,
       1.78047580e+01, 1.78164080e+01, 1.79272060e+01, 1.79718540e+01,
       1.80302880e+01, 1.80414790e+01, 1.81952210e+01, 1.82197140e+01,
       1.82264810e+01, 1.84680340e+01, 1.84889720e+01, 1.85075070e+01,
       1.85257050e+01, 1.85885520e+01, 1.23373634e+02, 3.20034118e+02,
       3.20050285e+02])]
setcovering-large
firstsol
seed: 0
cpu
instance:  0
create a new SCIP model
The initial incumbent of setcovering-160_transformed is successfully added to MIP model
setcovering-160_transformed
N of variables: 4000
N of binary vars: 4000
N of constraints: 10000
Initial obj of MIP: 197433.0
Instance: setcovering-160_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  2148.0
Solving time:  600.086486


[array([197433.,  11689.,   8288.,   8280.,   8275.,   2293.,   2221.,
         2148.]), array([0.00000000e+00, 3.76370000e-01, 1.88501130e+01, 1.89300660e+01,
       1.89570890e+01, 1.89647470e+01, 5.94582540e+01, 5.86895908e+02])]
instance:  1
create a new SCIP model
The initial incumbent of setcovering-161_transformed is successfully added to MIP model
setcovering-161_transformed
N of variables: 4000
N of binary vars: 4000
N of constraints: 10000
Initial obj of MIP: 198378.0
Instance: setcovering-161_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  2260.0
Solving time:  600.102016


[array([198378.,  11848.,   8567.,   8537.,   8518.,   2376.,   2260.]), array([0.00000000e+00, 4.58980000e-01, 2.14947270e+01, 2.15878100e+01,
       2.16176320e+01, 2.16262740e+01, 5.75018639e+02])]
instance:  2
create a new SCIP model
The initial incumbent of setcovering-162_transformed is successfully added to MIP model
setcovering-162_transformed
N of variables: 4000
N of binary vars: 4000
N of constraints: 10000
Initial obj of MIP: 198232.0
Instance: setcovering-162_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  2364.0
Solving time:  600.092031


[array([198232.,  12255.,   9250.,   9242.,   9240.,   2456.,   2400.,
         2364.]), array([0.00000000e+00, 3.77972000e-01, 2.08945520e+01, 2.09860930e+01,
       2.10151920e+01, 2.10228230e+01, 4.76497553e+02, 5.58086007e+02])]
instance:  3
create a new SCIP model
The initial incumbent of setcovering-163_transformed is successfully added to MIP model
setcovering-163_transformed
N of variables: 4000
N of binary vars: 4000
N of constraints: 10000
Initial obj of MIP: 197435.0
Instance: setcovering-163_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  2103.0
Solving time:  600.00046


[array([197435.,  12237.,   7392.,   7380.,   7373.,   2186.,   2103.]), array([  0.      ,   0.378654,  15.050672,  15.121808,  15.147183,
        15.154703, 284.945866])]
instance:  4
create a new SCIP model
The initial incumbent of setcovering-164_transformed is successfully added to MIP model
setcovering-164_transformed
N of variables: 4000
N of binary vars: 4000
N of constraints: 10000
Initial obj of MIP: 199743.0
Instance: setcovering-164_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  2379.0
Solving time:  600.03923


[array([199743.,  11941.,   9469.,   9463.,   9462.,   2458.,   2379.]), array([0.00000000e+00, 4.17140000e-01, 2.54114040e+01, 2.55158070e+01,
       2.55476580e+01, 2.55566940e+01, 6.00011728e+02])]
instance:  5
create a new SCIP model
The initial incumbent of setcovering-165_transformed is successfully added to MIP model
setcovering-165_transformed
N of variables: 4000
N of binary vars: 4000
N of constraints: 10000
Initial obj of MIP: 193786.0
Instance: setcovering-165_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  2360.0
Solving time:  600.0462


[array([193786.,  12033.,   9039.,   9034.,   9026.,   2425.,   2360.]), array([0.00000000e+00, 3.99806000e-01, 2.72109650e+01, 2.73229650e+01,
       2.73558750e+01, 2.73651540e+01, 6.00014358e+02])]
instance:  6
create a new SCIP model
The initial incumbent of setcovering-166_transformed is successfully added to MIP model
setcovering-166_transformed
N of variables: 4000
N of binary vars: 4000
N of constraints: 10000
Initial obj of MIP: 194218.0
Instance: setcovering-166_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  2222.0
Solving time:  600.001778


[array([194218.,  11749.,   8936.,   8915.,   8911.,   2296.,   2272.,
         2222.]), array([0.00000000e+00, 3.69850000e-01, 2.06710280e+01, 2.07621330e+01,
       2.07887100e+01, 2.07963730e+01, 6.25886790e+01, 4.24766339e+02])]
instance:  7
create a new SCIP model
The initial incumbent of setcovering-167_transformed is successfully added to MIP model
setcovering-167_transformed
N of variables: 4000
N of binary vars: 4000
N of constraints: 10000
Initial obj of MIP: 198038.0
Instance: setcovering-167_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  2308.0
Solving time:  600.03804


[array([198038.,  11531.,   9212.,   9210.,   9208.,   2387.,   2308.]), array([0.00000000e+00, 4.46358000e-01, 2.17428290e+01, 2.18407150e+01,
       2.18703520e+01, 2.18789090e+01, 6.00011539e+02])]
instance:  8
create a new SCIP model
The initial incumbent of setcovering-168_transformed is successfully added to MIP model
setcovering-168_transformed
N of variables: 4000
N of binary vars: 4000
N of constraints: 10000
Initial obj of MIP: 199099.0
Instance: setcovering-168_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  2321.0
Solving time:  600.000576


[array([199099.,  11774.,   8755.,   8752.,   8750.,   2397.,   2321.]), array([  0.      ,   0.363851,  17.941581,  18.029616,  18.05769 ,
        18.065631, 284.28514 ])]
instance:  9
create a new SCIP model
The initial incumbent of setcovering-169_transformed is successfully added to MIP model
setcovering-169_transformed
N of variables: 4000
N of binary vars: 4000
N of constraints: 10000
Initial obj of MIP: 195703.0
Instance: setcovering-169_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  2143.0
Solving time:  600.009037


[array([195703.,  11684.,   7663.,   7652.,   7646.,   2235.,   2168.,
         2143.]), array([0.00000000e+00, 3.48634000e-01, 1.60078880e+01, 1.60822770e+01,
       1.61063660e+01, 1.61131540e+01, 2.27376581e+02, 5.75174613e+02])]
instance:  10
create a new SCIP model
The initial incumbent of setcovering-170_transformed is successfully added to MIP model
setcovering-170_transformed
N of variables: 4000
N of binary vars: 4000
N of constraints: 10000
Initial obj of MIP: 195534.0
Instance: setcovering-170_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  2165.0
Solving time:  600.038507


[array([195534.,  11906.,   8330.,   8328.,   8321.,   2229.,   2201.,
         2197.,   2165.]), array([0.00000000e+00, 3.57699000e-01, 1.97361170e+01, 1.98221460e+01,
       1.98515770e+01, 1.98593900e+01, 5.84135050e+01, 5.84245610e+01,
       6.00010519e+02])]
instance:  11
create a new SCIP model
The initial incumbent of setcovering-171_transformed is successfully added to MIP model
setcovering-171_transformed
N of variables: 4000
N of binary vars: 4000
N of constraints: 10000
Initial obj of MIP: 198534.0
Instance: setcovering-171_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  2438.0
Solving time:  600.037276


[array([198534.,  12494.,   9657.,   9649.,   9634.,   2566.,   2438.]), array([0.00000000e+00, 3.66062000e-01, 2.22204030e+01, 2.23142010e+01,
       2.23429840e+01, 2.23511720e+01, 6.00012996e+02])]
instance:  12
create a new SCIP model
The initial incumbent of setcovering-172_transformed is successfully added to MIP model
setcovering-172_transformed
N of variables: 4000
N of binary vars: 4000
N of constraints: 10000
Initial obj of MIP: 198696.0
Instance: setcovering-172_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  2401.0
Solving time:  600.038322


[array([198696.,  11936.,   9659.,   9648.,   9644.,   2495.,   2401.]), array([0.00000000e+00, 3.60265000e-01, 2.19481560e+01, 2.20423170e+01,
       2.20707180e+01, 2.20782610e+01, 6.00011163e+02])]
instance:  13
create a new SCIP model
The initial incumbent of setcovering-173_transformed is successfully added to MIP model
setcovering-173_transformed
N of variables: 4000
N of binary vars: 4000
N of constraints: 10000
Initial obj of MIP: 199130.0
Instance: setcovering-173_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  2035.0
Solving time:  600.00039


[array([199130.,  11610.,   7514.,   7512.,   7510.,   2102.,   2042.,
         2035.]), array([  0.      ,   0.353612,  14.835806,  14.904968,  14.928086,
        14.934627, 237.550246, 246.48413 ])]
instance:  14
create a new SCIP model
The initial incumbent of setcovering-174_transformed is successfully added to MIP model
setcovering-174_transformed
N of variables: 4000
N of binary vars: 4000
N of constraints: 10000
Initial obj of MIP: 197771.0
Instance: setcovering-174_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  2272.0
Solving time:  600.002003


[array([197771.,  12546.,   8869.,   8861.,   8858.,   2373.,   2272.]), array([  0.      ,   0.409706,  23.506424,  23.601755,  23.631431,
        23.639853, 379.144925])]
instance:  15
create a new SCIP model
The initial incumbent of setcovering-175_transformed is successfully added to MIP model
setcovering-175_transformed
N of variables: 4000
N of binary vars: 4000
N of constraints: 10000
Initial obj of MIP: 196198.0
Instance: setcovering-175_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  2082.0
Solving time:  600.082839


[array([196198.,  11281.,   7618.,   7595.,   7582.,   2174.,   2168.,
         2082.]), array([0.00000000e+00, 3.64550000e-01, 1.40733140e+01, 1.41450110e+01,
       1.41706580e+01, 1.41782200e+01, 4.74196000e+01, 5.49862818e+02])]
instance:  16
create a new SCIP model
The initial incumbent of setcovering-176_transformed is successfully added to MIP model
setcovering-176_transformed
N of variables: 4000
N of binary vars: 4000
N of constraints: 10000
Initial obj of MIP: 193907.0
Instance: setcovering-176_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  2092.0
Solving time:  600.00615


[array([193907.,  12720.,   7832.,   7815.,   7812.,   2146.,   2092.]), array([  0.      ,   0.364311,  20.017936,  20.098777,  20.125408,
        20.132988, 261.324958])]
instance:  17
create a new SCIP model
The initial incumbent of setcovering-177_transformed is successfully added to MIP model
setcovering-177_transformed
N of variables: 4000
N of binary vars: 4000
N of constraints: 10000
Initial obj of MIP: 197073.0
Instance: setcovering-177_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  2210.0
Solving time:  600.001402


[array([197073.,  12228.,   8451.,   8447.,   8444.,   2277.,   2238.,
         2210.]), array([  0.      ,   0.353295,  16.280915,  16.360245,  16.385016,
        16.391827,  51.712925, 228.159916])]
instance:  18
create a new SCIP model
The initial incumbent of setcovering-178_transformed is successfully added to MIP model
setcovering-178_transformed
N of variables: 4000
N of binary vars: 4000
N of constraints: 10000
Initial obj of MIP: 200627.0
Instance: setcovering-178_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  2228.0
Solving time:  600.002768


[array([200627.,  11739.,   8470.,   8465.,   8456.,   2290.,   2271.,
         2228.]), array([  0.      ,   0.372006,  19.52902 ,  19.614766,  19.643092,
        19.651534,  59.243243, 326.754665])]
instance:  19
create a new SCIP model
The initial incumbent of setcovering-179_transformed is successfully added to MIP model
setcovering-179_transformed
N of variables: 4000
N of binary vars: 4000
N of constraints: 10000
Initial obj of MIP: 199955.0
Instance: setcovering-179_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  2187.0
Solving time:  600.082201


[array([199955.,  11793.,   8204.,   8201.,   8199.,   2310.,   2291.,
         2256.,   2234.,   2187.]), array([0.00000000e+00, 3.60797000e-01, 1.56785220e+01, 1.57617090e+01,
       1.57886350e+01, 1.57962140e+01, 5.46665930e+01, 5.46754590e+01,
       5.47191860e+01, 5.55387946e+02])]
instance:  20
create a new SCIP model
The initial incumbent of setcovering-180_transformed is successfully added to MIP model
setcovering-180_transformed
N of variables: 4000
N of binary vars: 4000
N of constraints: 10000
Initial obj of MIP: 196511.0
Instance: setcovering-180_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  2294.0
Solving time:  600.001344


[array([196511.,  10759.,   8540.,   8529.,   8528.,   2351.,   2313.,
         2294.]), array([  0.      ,   0.399684,  22.844864,  22.936844,  22.964284,
        22.972058, 367.10611 , 389.505351])]
instance:  21
create a new SCIP model
The initial incumbent of setcovering-181_transformed is successfully added to MIP model
setcovering-181_transformed
N of variables: 4000
N of binary vars: 4000
N of constraints: 10000
Initial obj of MIP: 197420.0
Instance: setcovering-181_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  2073.0
Solving time:  600.003443


[array([197420.,  11120.,   7758.,   7756.,   7755.,   2192.,   2148.,
         2111.,   2079.,   2073.]), array([0.00000000e+00, 3.47193000e-01, 1.64111280e+01, 1.64818210e+01,
       1.65054400e+01, 1.65124100e+01, 2.14257340e+02, 4.10918624e+02,
       5.46032985e+02, 5.97925339e+02])]
instance:  22
create a new SCIP model
The initial incumbent of setcovering-182_transformed is successfully added to MIP model
setcovering-182_transformed
N of variables: 4000
N of binary vars: 4000
N of constraints: 10000
Initial obj of MIP: 196954.0
Instance: setcovering-182_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  2465.0
Solving time:  600.042013


[array([196954.,  12430.,  10248.,  10243.,  10237.,   2538.,   2465.]), array([0.00000000e+00, 3.63533000e-01, 2.51856560e+01, 2.53011090e+01,
       2.53315940e+01, 2.53397370e+01, 6.00012606e+02])]
instance:  23
create a new SCIP model
The initial incumbent of setcovering-183_transformed is successfully added to MIP model
setcovering-183_transformed
N of variables: 4000
N of binary vars: 4000
N of constraints: 10000
Initial obj of MIP: 199180.0
Instance: setcovering-183_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  2307.0
Solving time:  600.03767


[array([199180.,  12318.,   8826.,   8825.,   8820.,   2401.,   2307.]), array([0.00000000e+00, 3.59681000e-01, 2.05781900e+01, 2.06682230e+01,
       2.06963200e+01, 2.07042790e+01, 6.00010808e+02])]
instance:  24
create a new SCIP model
The initial incumbent of setcovering-184_transformed is successfully added to MIP model
setcovering-184_transformed
N of variables: 4000
N of binary vars: 4000
N of constraints: 10000
Initial obj of MIP: 195559.0
Instance: setcovering-184_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  2144.0
Solving time:  600.00075


[array([195559.,  10803.,   8062.,   8061.,   8059.,   2244.,   2206.,
         2144.]), array([0.00000000e+00, 3.55475000e-01, 1.96950530e+01, 1.97738240e+01,
       1.97992930e+01, 1.98066070e+01, 3.52511737e+02, 3.66299778e+02])]
instance:  25
create a new SCIP model
The initial incumbent of setcovering-185_transformed is successfully added to MIP model
setcovering-185_transformed
N of variables: 4000
N of binary vars: 4000
N of constraints: 10000
Initial obj of MIP: 196036.0
Instance: setcovering-185_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  2121.0
Solving time:  600.00182


[array([196036.,  11248.,   8155.,   8143.,   8135.,   2159.,   2136.,
         2121.]), array([0.00000000e+00, 3.62113000e-01, 2.12528410e+01, 2.13338750e+01,
       2.13607250e+01, 2.13688170e+01, 5.89696310e+01, 4.54523603e+02])]
instance:  26
create a new SCIP model
The initial incumbent of setcovering-186_transformed is successfully added to MIP model
setcovering-186_transformed
N of variables: 4000
N of binary vars: 4000
N of constraints: 10000
Initial obj of MIP: 198268.0
Instance: setcovering-186_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  2208.0
Solving time:  600.085318


[array([198268.,  12420.,   8364.,   8360.,   8359.,   2296.,   2239.,
         2230.,   2219.,   2208.]), array([0.00000000e+00, 3.57491000e-01, 1.62406920e+01, 1.63240300e+01,
       1.63510240e+01, 1.63587680e+01, 5.50151240e+01, 4.77715567e+02,
       4.89829869e+02, 5.65316099e+02])]
instance:  27
create a new SCIP model
The initial incumbent of setcovering-187_transformed is successfully added to MIP model
setcovering-187_transformed
N of variables: 4000
N of binary vars: 4000
N of constraints: 10000
Initial obj of MIP: 195717.0
Instance: setcovering-187_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  2244.0
Solving time:  600.008145


[array([195717.,  12621.,   9038.,   9022.,   9006.,   2345.,   2244.]), array([0.00000000e+00, 3.64936000e-01, 2.33263140e+01, 2.34198600e+01,
       2.34477790e+01, 2.34555330e+01, 4.92743979e+02])]
instance:  28
create a new SCIP model
The initial incumbent of setcovering-188_transformed is successfully added to MIP model
setcovering-188_transformed
N of variables: 4000
N of binary vars: 4000
N of constraints: 10000
Initial obj of MIP: 201270.0
Instance: setcovering-188_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  2392.0
Solving time:  600.039714


[array([201270.,  12365.,   9514.,   9495.,   9487.,   2448.,   2392.]), array([0.00000000e+00, 3.57547000e-01, 2.18628860e+01, 2.19530120e+01,
       2.19808690e+01, 2.19886330e+01, 6.00011957e+02])]
instance:  29
create a new SCIP model
The initial incumbent of setcovering-189_transformed is successfully added to MIP model
setcovering-189_transformed
N of variables: 4000
N of binary vars: 4000
N of constraints: 10000
Initial obj of MIP: 198604.0
Instance: setcovering-189_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  2318.0
Solving time:  600.038819


[array([198604.,  12155.,   9502.,   9497.,   9494.,   2490.,   2318.]), array([0.00000000e+00, 3.54942000e-01, 2.40429810e+01, 2.41324570e+01,
       2.41599020e+01, 2.41674450e+01, 6.00010742e+02])]
instance:  30
create a new SCIP model
The initial incumbent of setcovering-190_transformed is successfully added to MIP model
setcovering-190_transformed
N of variables: 4000
N of binary vars: 4000
N of constraints: 10000
Initial obj of MIP: 199789.0
Instance: setcovering-190_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  2385.0
Solving time:  600.044392


[array([199789.,  11850.,   9605.,   9589.,   9586.,   2441.,   2385.]), array([0.00000000e+00, 4.07099000e-01, 2.24791730e+01, 2.25682280e+01,
       2.25948790e+01, 2.26022220e+01, 6.00012359e+02])]
instance:  31
create a new SCIP model
The initial incumbent of setcovering-191_transformed is successfully added to MIP model
setcovering-191_transformed
N of variables: 4000
N of binary vars: 4000
N of constraints: 10000
Initial obj of MIP: 198299.0
Instance: setcovering-191_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  2251.0
Solving time:  600.039122


[array([198299.,  12249.,   9153.,   9148.,   9144.,   2329.,   2327.,
         2251.]), array([0.00000000e+00, 3.68551000e-01, 1.89383200e+01, 1.90322080e+01,
       1.90608260e+01, 1.90683940e+01, 6.28692690e+01, 6.00011333e+02])]
instance:  32
create a new SCIP model
The initial incumbent of setcovering-192_transformed is successfully added to MIP model
setcovering-192_transformed
N of variables: 4000
N of binary vars: 4000
N of constraints: 10000
Initial obj of MIP: 196567.0
Instance: setcovering-192_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  2293.0
Solving time:  600.088688


[array([196567.,  11814.,   8419.,   8409.,   8400.,   2354.,   2293.]), array([0.00000000e+00, 3.83617000e-01, 2.24069230e+01, 2.24851540e+01,
       2.25108450e+01, 2.25184450e+01, 5.94403106e+02])]
instance:  33
create a new SCIP model
The initial incumbent of setcovering-193_transformed is successfully added to MIP model
setcovering-193_transformed
N of variables: 4000
N of binary vars: 4000
N of constraints: 10000
Initial obj of MIP: 195780.0
Instance: setcovering-193_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  2130.0
Solving time:  600.037401


[array([195780.,  11647.,   8284.,   8278.,   8276.,   2253.,   2130.]), array([0.00000000e+00, 3.51989000e-01, 1.77652260e+01, 1.78452370e+01,
       1.78717160e+01, 1.78791720e+01, 6.00009794e+02])]
instance:  34
create a new SCIP model
The initial incumbent of setcovering-194_transformed is successfully added to MIP model
setcovering-194_transformed
N of variables: 4000
N of binary vars: 4000
N of constraints: 10000
Initial obj of MIP: 197045.0
Instance: setcovering-194_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  2089.0
Solving time:  600.000556


[array([197045.,  12371.,   7958.,   7957.,   7948.,   2289.,   2089.]), array([  0.      ,   0.359564,  16.668629,  16.742326,  16.76731 ,
        16.774599, 308.732853])]
instance:  35
create a new SCIP model
The initial incumbent of setcovering-195_transformed is successfully added to MIP model
setcovering-195_transformed
N of variables: 4000
N of binary vars: 4000
N of constraints: 10000
Initial obj of MIP: 198267.0
Instance: setcovering-195_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  2307.0
Solving time:  600.081346


[array([198267.,  11645.,   8763.,   8759.,   8749.,   2355.,   2307.]), array([0.00000000e+00, 3.47728000e-01, 1.57919910e+01, 1.58689130e+01,
       1.58937070e+01, 1.59002550e+01, 5.37933372e+02])]
instance:  36
create a new SCIP model
The initial incumbent of setcovering-196_transformed is successfully added to MIP model
setcovering-196_transformed
N of variables: 4000
N of binary vars: 4000
N of constraints: 10000
